Report Number,Occurred Date,Occurred Time,Reported Date,Reported Time,Crime Subcategory,Primary Offense Description,Precinct,Sector,Beat,Neighborhood
20190000102220,03/07/2019,0,03/22/2019,1118,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
20190000102227,03/21/2019,144,03/22/2019,1432,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,B,B1,BALLARD SOUTH
20190000102243,02/15/2019,1400,03/22/2019,1136,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J1,GREENWOOD
20190000102245,03/22/2019,1148,03/22/2019,1331,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL
20190000102249,03/22/2019,1150,03/22/2019,1150,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S3,RAINIER VIEW
2019000010225,01/08/2019,1336,01/08/2019,1524,TRESPASS,TRESPASS,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000102252,03/22/2019,1147,03/22/2019,1522,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,NORTH,N,N3,NORTHGATE
20190000102256,03/18/2019,1800,03/22/2019,1154,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,NORTH,B,B2,FREMONT
20190000102284,03/22/2019,1215,03/22/2019,1215,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000102291,03/22/2019,400,03/22/2019,1130,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000102305,03/17/2019,1500,03/22/2019,1342,CAR PROWL,THEFT-AUTOACC,NORTH,L,L3,LAKECITY
20190000102306,03/21/2019,1316,03/22/2019,1316,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000102317,03/20/2019,1200,03/22/2019,1543,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S1,NEW HOLLY
20190000102334,03/21/2019,1700,03/22/2019,1403,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,U,U1,UNIVERSITY
20190000102337,03/22/2019,1334,03/22/2019,1334,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,GREENWOOD
20190000102342,03/22/2019,1255,03/22/2019,1255,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,J,J2,PHINNEY RIDGE
20190000102362,03/22/2019,1311,03/22/2019,1311,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,J,J2,BALLARD NORTH
20190000102379,03/22/2019,1020,03/22/2019,1556,CAR PROWL,THEFT-CARPROWL,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000102380,03/15/2019,0,03/22/2019,1322,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,SOUTH,R,R1,NORTH BEACON HILL
20190000102387,03/22/2019,1324,03/22/2019,1439,TRESPASS,TRESPASS,NORTH,U,U1,ROOSEVELT/RAVENNA
20190000102425,03/22/2019,1400,03/22/2019,1439,FAMILY OFFENSE-NONVIOLENT,CHILD-OTHER,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000102426,03/22/2019,0,03/22/2019,1359,CAR PROWL,THEFT-CARPROWL,NORTH,U,U2,UNIVERSITY
20190000102444,03/22/2019,1421,03/22/2019,1421,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O2,SODO
20190000102449,03/22/2019,1424,03/22/2019,1424,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTH,R,R2,MOUNT BAKER
20190000102457,03/22/2019,1215,03/22/2019,1426,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,L,L3,LAKECITY
2019000010248,01/08/2019,929,01/08/2019,1000,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000102493,03/22/2019,1452,03/22/2019,1454,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F1,PIGEON POINT
20190000102508,03/14/2019,1200,03/22/2019,1527,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,N,N1,BITTERLAKE
20190000102521,03/22/2019,1511,03/22/2019,1511,TRESPASS,TRESPASS,NORTH,J,J1,GREENWOOD
2019000010253,01/08/2019,1400,01/08/2019,1743,TRESPASS,TRESPASS,SOUTH,R,R2,CLAREMONT/RAINIER VISTA
20190000102542,03/22/2019,1520,03/22/2019,1525,TRESPASS,TRESPASS,WEST,D,D2,SLU/CASCADE
20190000102549,03/22/2019,128,03/22/2019,1525,TRESPASS,TRESPASS,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000102567,03/22/2019,1543,03/22/2019,1543,TRESPASS,TRESPASS,NORTH,N,N3,NORTHGATE
20190000102580,03/22/2019,1349,03/22/2019,1742,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000102611,03/21/2019,2230,03/22/2019,1600,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,R,R1,NORTH BEACON HILL
20190000102626,03/22/2019,1623,03/22/2019,1712,LIQUOR LAW VIOLATION,LIQUOR LAW VIOLATION,EAST,E,E2,CAPITOL HILL
20190000102629,03/22/2019,1622,03/22/2019,1622,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
20190000102632,03/22/2019,1626,03/22/2019,1626,TRESPASS,TRESPASS,NORTH,N,N3,NORTHGATE
20190000102646,03/22/2019,1620,03/23/2019,15,PORNOGRAPHY,PORNOGRAPHY-OBSCENE MATERIAL,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000102669,03/22/2019,1648,03/22/2019,1648,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W1,NORTH ADMIRAL
20190000102680,03/22/2019,1703,03/22/2019,1902,CAR PROWL,THEFT-CARPROWL,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000102690,03/22/2019,1707,03/22/2019,1707,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,EAST,E,E3,FIRST HILL
20190000102711,03/22/2019,1722,03/22/2019,2241,TRESPASS,TRESPASS,NORTH,L,L2,NORTHGATE
20190000102717,03/22/2019,1725,03/22/2019,1725,FAMILY OFFENSE-NONVIOLENT,ADULT-VULNERABLE-PHYSICAL ABUSE,EAST,G,G2,JUDKINS PARK/NORTH BEACON HILL
20190000102722,03/22/2019,515,03/23/2019,221,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,WEST,D,D3,SLU/CASCADE
20190000102725,03/22/2019,1741,03/22/2019,1741,WEAPON,WEAPON-POSSESSION,SOUTH,O,O1,SODO
20190000102727,03/22/2019,1742,03/22/2019,1742,TRESPASS,TRESPASS,NORTH,N,N3,NORTHGATE
20190000102753,03/22/2019,1804,03/22/2019,1804,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,EAST,G,G1,FIRST HILL
20190000102758,03/22/2019,1545,03/22/2019,1809,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,G,G3,JUDKINS PARK/NORTH BEACON HILL
20190000102766,03/22/2019,450,03/22/2019,1817,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S1,NEW HOLLY
20190000102768,03/17/2019,1200,03/22/2019,1818,THEFT-ALL OTHER,THEFT-OTH,WEST,D,D1,BELLTOWN
20190000102773,03/22/2019,1825,03/22/2019,1825,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000102780,03/22/2019,1821,03/22/2019,1831,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
2019000010280,01/08/2019,1418,01/08/2019,1418,TRESPASS,TRESPASS,NORTH,L,L2,NORTHGATE
20190000102816,03/21/2019,2030,03/22/2019,2333,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,WEST,K,K2,PIONEER SQUARE
20190000102821,03/22/2019,1540,03/22/2019,1930,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2019000010284,01/08/2019,1417,01/08/2019,1422,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U3,ROOSEVELT/RAVENNA
20190000102847,03/19/2019,1700,03/22/2019,1948,CAR PROWL,THEFT-LICENSE PLATE,EAST,C,C2,MILLER PARK
20190000102883,03/22/2019,2029,03/22/2019,2121,TRESPASS,TRESPASS,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
20190000102897,03/22/2019,2039,03/22/2019,2039,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,MADRONA/LESCHI
20190000102915,03/15/2019,0,03/22/2019,2051,CAR PROWL,THEFT-LICENSE PLATE,EAST,C,C2,MONTLAKE/PORTAGE BAY
20190000102920,03/22/2019,1430,03/22/2019,2056,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q1,MAGNOLIA
20190000102930,03/18/2019,1,03/22/2019,2104,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,EAST,E,E3,CAPITOL HILL
20190000102940,03/22/2019,2114,03/22/2019,2228,DUI,DUI-LIQUOR,NORTH,U,U3,ROOSEVELT/RAVENNA
2019000010297,01/08/2019,1426,01/08/2019,1442,ROBBERY-STREET,ROBBERY-STREET-WEAPON,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000102978,03/22/2019,2147,03/22/2019,2300,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTHWEST,F,F1,HIGH POINT
20190000102989,03/22/2019,1730,03/22/2019,2201,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
2019000010299,01/08/2019,1428,01/08/2019,1428,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,K,K3,CHINATOWN/INTERNATIONAL DISTRICT
2019000010300,01/08/2019,1432,01/08/2019,1432,TRESPASS,TRESPASS,SOUTH,S,S1,SOUTH BEACON HILL
20190000103048,03/22/2019,2252,03/22/2019,2252,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
20190000103055,03/22/2019,1930,03/22/2019,2301,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000103078,03/22/2019,2034,03/23/2019,2034,DUI,DUI-LIQUOR,WEST,D,D3,SLU/CASCADE
20190000103079,03/22/2019,2324,03/23/2019,13,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,EAST,E,E2,CAPITOL HILL
20190000103086,03/22/2019,2333,03/22/2019,2333,DUI,DUI-DRUGS,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000103105,03/22/2019,1900,03/22/2019,2345,CAR PROWL,THEFT-CARPROWL,EAST,G,G3,JUDKINS PARK/NORTH BEACON HILL
20190000103113,03/23/2019,12,03/23/2019,12,TRESPASS,TRESPASS,SOUTH,O,O1,SODO
20190000103130,03/23/2019,40,03/23/2019,216,ROBBERY-STREET,ROBBERY-STREET-WEAPON,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000103157,03/23/2019,121,03/23/2019,2131,DUI,DUI-LIQUOR,EAST,E,E2,CAPITOL HILL
2019000010316,12/29/2018,1500,01/08/2019,1712,BURGLARY-COMMERCIAL-SECURE PARKING,BURGLARY-SECURE PARKING-NONRES,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000103172,03/23/2019,142,03/23/2019,252,TRESPASS,TRESPASS,EAST,E,E2,CAPITOL HILL
20190000103223,03/23/2019,251,03/23/2019,251,TRESPASS,TRESPASS,EAST,C,C2,MILLER PARK
20190000103229,03/23/2019,306,03/23/2019,307,DUI,DUI-LIQUOR,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000103245,03/23/2019,344,03/23/2019,344,TRESPASS,TRESPASS,EAST,G,G2,CENTRAL AREA/SQUIRE PARK
2019000010330,01/08/2019,1501,01/08/2019,1807,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,SOUTH,R,R2,MOUNT BAKER
20190000103306,03/23/2019,533,03/23/2019,533,THEFT-ALL OTHER,THEFT-MAIL,NORTH,L,L2,NORTHGATE
20190000103332,03/23/2019,628,03/23/2019,628,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000103364,03/23/2019,0,03/23/2019,801,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,NORTH,N,N1,BITTERLAKE
20190000103370,03/23/2019,0,03/23/2019,803,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,WEST,Q,Q2,QUEEN ANNE
20190000103378,03/23/2019,748,03/23/2019,748,TRESPASS,TRESPASS,SOUTH,R,R2,MOUNT BAKER
20190000103386,03/23/2019,740,03/23/2019,740,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,WEST,K,K2,PIONEER SQUARE
20190000103403,03/22/2019,900,03/23/2019,824,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,CHINATOWN/INTERNATIONAL DISTRICT
2019000010342,01/05/2019,1500,01/08/2019,1451,THEFT-ALL OTHER,THEFT-MAIL,EAST,C,C1,MILLER PARK
20190000103437,03/23/2019,903,03/23/2019,903,NARCOTIC,NARC-POSSESS-METH,SOUTH,S,S2,BRIGHTON/DUNLAP
20190000103450,03/22/2019,1715,03/23/2019,1036,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,C,C1,MILLER PARK
20190000103452,03/22/2019,2330,03/23/2019,913,MOTOR VEHICLE THEFT,VEH-THEFT-TRUCK,SOUTHWEST,W,W1,NORTH ADMIRAL
20190000103453,03/23/2019,100,03/23/2019,921,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,U,U1,UNIVERSITY
20190000103456,03/17/2019,2000,03/23/2019,926,CAR PROWL,THEFT-LICENSE PLATE,EAST,E,E3,CAPITOL HILL
20190000103471,03/21/2019,1400,03/23/2019,941,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,WEST,Q,Q1,MAGNOLIA
20190000103487,03/23/2019,1012,03/23/2019,1012,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E2,CAPITOL HILL
20190000103494,03/22/2019,2200,03/23/2019,1016,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,FREMONT
20190000103511,03/23/2019,1042,03/23/2019,1042,CAR PROWL,THEFT-CARPROWL,SOUTH,O,O1,SODO
20190000103514,03/23/2019,1041,03/23/2019,1041,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000103516,03/23/2019,1047,03/23/2019,1047,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,B,B2,BALLARD SOUTH
20190000103518,03/23/2019,1040,03/23/2019,1046,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,O,O1,SODO
20190000103521,03/23/2019,1046,03/23/2019,1046,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
20190000103525,03/23/2019,1053,03/23/2019,1053,WEAPON,WEAPON-POSSESSION,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000103529,03/23/2019,1055,03/23/2019,1112,TRESPASS,TRESPASS,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
2019000010357,01/08/2019,1504,01/08/2019,1504,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTH,S,S1,SOUTH BEACON HILL
20190000103570,03/23/2019,1149,03/23/2019,1241,WEAPON,WEAPON-POSSESSION,EAST,E,E2,CAPITOL HILL
20190000103573,03/23/2019,1152,03/23/2019,1152,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,U,U2,UNIVERSITY
20190000103587,03/23/2019,1211,03/23/2019,1211,SEX OFFENSE-OTHER,SEXOFF-INDECENT EXPOSURE,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000103598,03/23/2019,1220,03/23/2019,1220,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
20190000103607,03/21/2019,2000,03/23/2019,1223,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,EAST,C,C2,MONTLAKE/PORTAGE BAY
20190000103611,03/23/2019,1326,03/23/2019,1326,CAR PROWL,THEFT-CARPROWL,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000103616,03/21/2019,1200,03/23/2019,1235,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E1,CAPITOL HILL
20190000103620,03/22/2019,2240,03/23/2019,1234,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,U,U2,UNIVERSITY
20190000103630,02/19/2019,1435,03/23/2019,1245,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,W,W2,ALASKA JUNCTION
20190000103632,03/22/2019,1730,03/23/2019,1245,THEFT-BICYCLE,THEFT-BICYCLE,NORTH,L,L2,NORTHGATE
20190000103643,03/23/2019,1254,03/23/2019,1254,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
20190000103655,03/23/2019,1310,03/23/2019,1358,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,U,U1,SANDPOINT
20190000103656,03/23/2019,1312,03/23/2019,1312,CAR PROWL,THEFT-CARPROWL,WEST,M,M1,BELLTOWN
20190000103664,03/23/2019,1322,03/23/2019,1322,THEFT-ALL OTHER,THEFT-OTH,SOUTH,O,O1,SODO
20190000103679,03/23/2019,1328,03/23/2019,1328,TRESPASS,TRESPASS,NORTH,J,J3,GREENWOOD
20190000103685,03/22/2019,1430,03/23/2019,1337,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,SOUTHWEST,F,F3,HIGHLAND PARK
20190000103688,03/22/2019,1700,03/23/2019,1414,CAR PROWL,THEFT-LICENSE PLATE,NORTH,U,U1,UNIVERSITY
20190000103702,03/23/2019,1349,03/23/2019,1349,DUI,DUI-LIQUOR,SOUTH,S,S1,NEW HOLLY
20190000103703,03/23/2019,1353,03/23/2019,1353,THEFT-ALL OTHER,THEFT-OTH,EAST,E,E2,CAPITOL HILL
20190000103707,03/23/2019,1350,03/23/2019,1711,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,FREMONT
20190000103731,03/22/2019,1330,03/23/2019,1433,THEFT-BUILDING,THEFT-BUILDING,NORTH,J,J2,BALLARD NORTH
20190000103733,03/23/2019,1422,03/23/2019,1535,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,SOUTH,S,S3,RAINIER BEACH
20190000103740,03/23/2019,1415,03/23/2019,1415,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
20190000103752,03/17/2019,0,03/23/2019,1439,CAR PROWL,THEFT-CARPROWL,NORTH,L,L3,LAKECITY
20190000103757,03/23/2019,1320,03/23/2019,1446,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M2,DOWNTOWN COMMERCIAL
20190000103767,03/23/2019,1458,03/23/2019,1805,NARCOTIC,NARC-POSSESS-PILL/TABLET,SOUTH,O,O1,SODO
2019000010377,01/08/2019,1621,01/08/2019,1621,THEFT-SHOPLIFT,THEFT-SHOPLIFT,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000103772,03/23/2019,1504,03/23/2019,1603,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-WEAPON,NORTH,B,B1,BALLARD SOUTH
20190000103773,03/20/2019,2000,03/23/2019,1506,ROBBERY-STREET,ROBBERY-STREET-GUN,SOUTHWEST,W,W1,ALKI
20190000103784,03/23/2019,1516,03/23/2019,1556,CAR PROWL,THEFT-LICENSE PLATE,NORTH,J,J3,GREENWOOD
20190000103787,03/22/2019,2200,03/23/2019,1611,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,D,D1,BELLTOWN
20190000103794,03/23/2019,1400,03/23/2019,1523,THEFT-BICYCLE,THEFT-BICYCLE,SOUTH,O,O1,SODO
20190000103796,03/23/2019,1529,03/23/2019,1529,CAR PROWL,THEFT-CARPROWL,WEST,K,K2,PIONEER SQUARE
20190000103797,03/22/2019,2200,03/23/2019,1521,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F2,ROXHILL/WESTWOOD/ARBOR HEIGHTS
20190000103804,03/23/2019,1534,03/23/2019,1926,DUI,DUI-LIQUOR,EAST,E,E2,CAPITOL HILL
20190000103825,03/23/2019,1551,03/23/2019,1551,ROBBERY-STREET,ROBBERY-STREET-WEAPON,SOUTH,S,S2,BRIGHTON/DUNLAP
20190000103827,03/23/2019,1555,03/23/2019,1555,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,B,B2,BALLARD SOUTH
20190000103841,03/09/2019,1300,03/23/2019,1605,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,NORTH,U,U1,UNIVERSITY
20190000103879,03/23/2019,1658,03/23/2019,1658,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,E,E1,CAPITOL HILL
20190000103885,03/23/2019,1453,03/23/2019,1653,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,NORTH,B,B2,BALLARD SOUTH
20190000103890,03/23/2019,1708,03/23/2019,1842,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,K,K2,DOWNTOWN COMMERCIAL
20190000103891,03/23/2019,1844,03/23/2019,1844,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,UNKNOWN,,,UNKNOWN
20190000103897,02/24/2019,1545,03/23/2019,1710,BURGLARY-RESIDENTIAL-SECURE PARKING,BURGLARY-SECURE PARKING-RES,WEST,Q,Q3,QUEEN ANNE
20190000103904,03/23/2019,1705,03/23/2019,1713,DUI,DUI-LIQUOR,SOUTHWEST,F,F1,HIGH POINT
20190000103907,03/22/2019,2100,03/23/2019,1712,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTHWEST,F,F2,HIGHLAND PARK
20190000103917,03/23/2019,1720,03/23/2019,1726,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,NORTH,U,U2,UNIVERSITY
20190000103928,03/23/2019,1730,03/23/2019,1743,TRESPASS,TRESPASS,WEST,D,D2,SLU/CASCADE
20190000103931,03/23/2019,1630,03/23/2019,1841,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-GUN,NORTH,L,L2,NORTHGATE
20190000103942,03/23/2019,1753,03/23/2019,1753,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,N,N2,NORTHGATE
20190000103945,03/23/2019,1755,03/23/2019,2356,TRESPASS,TRESPASS,NORTH,U,U1,UNIVERSITY
20190000103952,03/23/2019,1753,03/23/2019,1753,BURGLARY-COMMERCIAL,BURGLARY-NOFORCE-NONRES,NORTH,N,N2,NORTHGATE
20190000103995,03/23/2019,230,03/24/2019,4,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,Q,Q3,QUEEN ANNE
20190000104,01/01/2019,101,01/01/2019,101,AGGRAVATED ASSAULT-DV,ASSLT-AGG-DV-BODYFORCE,WEST,Q,Q3,SLU/CASCADE
20190000104004,03/23/2019,1858,03/23/2019,1858,BURGLARY-RESIDENTIAL,BURGLARY-FORCE-RES,WEST,D,D2,QUEEN ANNE
20190000104011,03/23/2019,1906,03/23/2019,1906,WEAPON,WEAPON-DISCHARGE,UNKNOWN,,,UNKNOWN
20190000104027,03/15/2019,450,03/23/2019,1924,THEFT-ALL OTHER,THEFT-OTH,WEST,Q,Q1,MAGNOLIA
2019000010404,01/08/2019,1529,01/08/2019,1529,PORNOGRAPHY,PORNOGRAPHY-OBSCENE MATERIAL,NORTH,L,L3,LAKECITY
20190000104064,03/23/2019,2000,03/23/2019,2141,THEFT-SHOPLIFT,THEFT-SHOPLIFT,NORTH,L,L2,NORTHGATE
20190000104095,03/23/2019,2051,03/23/2019,2051,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000104127,03/23/2019,2136,03/23/2019,2136,NARCOTIC,NARC-POSSESS-METH,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000104132,03/23/2019,2140,03/23/2019,2140,ROBBERY-COMMERCIAL,ROBBERY-BUSINESS-BODYFORCE,WEST,M,M3,DOWNTOWN COMMERCIAL
20190000104157,03/23/2019,2206,03/23/2019,2207,DUI,DUI-LIQUOR,WEST,Q,Q2,QUEEN ANNE
20190000104160,03/22/2019,2343,03/23/2019,2345,THEFT-ALL OTHER,THEFT-OTH,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000104163,03/23/2019,2217,03/24/2019,149,WEAPON,WEAPON-POSSESSION,NORTH,U,U2,UNIVERSITY
20190000104181,03/23/2019,2239,03/23/2019,2239,TRESPASS,TRESPASS,WEST,K,K2,PIONEER SQUARE
20190000104218,03/23/2019,2320,03/23/2019,2320,ROBBERY-STREET,ROBBERY-STREET-GUN,SOUTH,S,S3,RAINIER VIEW
20190000104239,03/23/2019,2339,03/23/2019,2339,ROBBERY-STREET,ROBBERY-STREET-BODYFORCE,SOUTH,S,S2,RAINIER BEACH
2019000010424,01/08/2019,1520,01/08/2019,1546,THEFT-SHOPLIFT,THEFT-SHOPLIFT,WEST,M,M1,DOWNTOWN COMMERCIAL
20190000104253,03/23/2019,2340,03/24/2019,56,THEFT-ALL OTHER,THEFT-OTH,NORTH,J,J3,GREENWOOD
20190000104262,03/23/2019,2030,03/24/2019,0,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,WEST,M,M2,SLU/CASCADE
20190000104274,03/23/2019,1155,03/24/2019,15,THEFT-SHOPLIFT,THEFT-SHOPLIFT,EAST,C,C3,CENTRAL AREA/SQUIRE PARK
20190000104278,03/24/2019,19,03/24/2019,19,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,K,K2,PIONEER SQUARE
20190000104291,03/23/2019,2000,03/24/2019,141,THEFT-BUILDING,THEFT-BUILDING,EAST,E,E3,FIRST HILL
20190000104312,03/23/2019,300,03/24/2019,301,BURGLARY-RESIDENTIAL,BURGLARY-NOFORCE-RES,EAST,E,E2,CAPITOL HILL
20190000104326,03/23/2019,1800,03/24/2019,109,MOTOR VEHICLE THEFT,VEH-THEFT-AUTO,SOUTH,O,O1,SODO
20190000104347,03/24/2019,138,03/24/2019,138,BURGLARY-COMMERCIAL,BURGLARY-FORCE-NONRES,NORTH,B,B1,BALLARD SOUTH
20190000104351,03/24/2019,147,03/24/2019,147,DUI,DUI-LIQUOR,EAST,C,C1,CAPITOL HILL
2019000010436,01/04/2019,1600,01/08/2019,1927,THEFT-BUILDING,THEFT-BUILDING,WEST,K,K1,DOWNTOWN COMMERCIAL
20190000104372,03/24/2019,205,03/24/2019,205,DUI,DUI-LIQUOR,SOUTH,O,O2,GEORGETOWN
20190000104411,03/24/2019,325,03/24/2019,335,AGGRAVATED ASSAULT,ASSLT-AGG-WEAPON,WEST,K,K2,PIONEER SQUARE
20190000104416,03/24/2019,401,03/24/2019,1112,DUI,DUI-LIQUOR,SOUTH,S,S1,NEW HOLLY
20190000104421,03/24/2019,413,03/24/2019,529,TRESPASS,TRESPASS,EAST,E,E3,FIRST HILL
